matchup_id,player_a,player_b,model,result
5779,Steve Nash,Ben Wallace,phi4:14b,Steve Nash
5780,Steve Nash,Chauncey Billups,phi4:14b,Steve Nash
5781,Steve Nash,Dennis Johnson,phi4:14b,Steve Nash
5782,Steve Nash,Joe Dumars,phi4:14b,Steve Nash
5783,Steve Nash,Penny Hardaway,phi4:14b,Steve Nash
5784,Steve Nash,Tim Hardaway,phi4:14b,Steve Nash
5785,Steve Nash,Mitch Richmond,phi4:14b,Steve Nash
5786,Steve Nash,Chris Mullin,phi4:14b,Steve Nash
5787,Steve Nash,Chris Webber,phi4:14b,Steve Nash
5788,Steve Nash,Shawn Kemp,phi4:14b,Steve Nash
5789,Steve Nash,Rasheed Wallace,phi4:14b,Steve Nash
5790,Steve Nash,Nikola Jokic,phi4:14b,Nikola Jokic
5791,Steve Nash,Luka Doncic,phi4:14b,Luka Doncic
5792,Steve Nash,Joel Embiid,phi4:14b,Joel Embiid
5793,Steve Nash,Jayson Tatum,phi4:14b,Steve Nash
5794,Steve Nash,Jimmy Butler,phi4:14b,Steve Nash
5795,Steve Nash,Kyrie Irving,phi4:14b,Steve Nash
5796,Steve Nash,Devin Booker,phi4:14b,Steve Nash
5797,Steve Nash,Ja Morant,phi4:14b,Steve Nash
5798,Steve Nash,Shai Gilgeous-Alexander,phi4:14b,Steve Nash
5799,Steve Nash,Trae Young,phi4:14b,Steve Nash
5800,Steve Nash,Donovan Mitchell,phi4:14b,Steve Nash
5801,Steve Nash,Anthony Edwards,phi4:14b,Steve Nash
5802,Steve Nash,DeMar DeRozan,phi4:14b,Steve Nash
5803,Steve Nash,Klay Thompson,phi4:14b,Steve Nash
5804,Steve Nash,Draymond Green,phi4:14b,Steve Nash
5805,Steve Nash,Rudy Gobert,phi4:14b,Steve Nash
5806,Steve Nash,Bam Adebayo,phi4:14b,Steve Nash
5807,Steve Nash,Pascal Siakam,phi4:14b,Steve Nash
5808,Steve Nash,Jrue Holiday,phi4:14b,Steve Nash
5809,Steve Nash,Jaylen Brown,phi4:14b,Steve Nash
5810,Steve Nash,Paul George,phi4:14b,Steve Nash
5811,Steve Nash,Artis Gilmore,phi4:14b,Steve Nash
5812,Steve Nash,Sidney Moncrief,phi4:14b,Steve Nash
5813,Steve Nash,Jack Sikma,phi4:14b,Steve Nash
5814,Steve Nash,World B. Free,phi4:14b,Steve Nash
5815,Steve Nash,Connie Hawkins,phi4:14b,Steve Nash
5816,Steve Nash,Spencer Haywood,phi4:14b,Steve Nash
5817,Steve Nash,Marques Johnson,phi4:14b,Steve Nash
5818,Steve Nash,Tom Heinsohn,phi4:14b,Steve Nash
5819,Steve Nash,Gail Goodrich,phi4:14b,Steve Nash
5820,Steve Nash,Paul Westphal,phi4:14b,Steve Nash
5821,Steve Nash,Marc Gasol,phi4:14b,Steve Nash
5822,Steve Nash,Al Horford,phi4:14b,Steve Nash
5823,Steve Nash,Kyle Lowry,phi4:14b,Steve Nash
5824,Steve Nash,John Wall,phi4:14b,Steve Nash
5825,Steve Nash,Gilbert Arenas,phi4:14b,Steve Nash
5826,Steve Nash,Baron Davis,phi4:14b,Steve Nash
5827,Steve Nash,Amar'e Stoudemire,phi4:14b,Steve Nash
5828,Steve Nash,Shawn Marion,phi4:14b,Steve Nash
5829,Steve Nash,Lamar Odom,phi4:14b,Steve Nash
5830,Steve Nash,Andre Iguodala,phi4:14b,Steve Nash
5831,Dirk Nowitzki,Hakeem Olajuwon,phi4:14b,Hakeem Olajuwon
5832,Dirk Nowitzki,Shaquille O'Neal,phi4:14b,Shaquille O'Neal
5833,Dirk Nowitzki,Robert Parish,phi4:14b,Dirk Nowitzki
5834,Dirk Nowitzki,Chris Paul,phi4:14b,Dirk Nowitzki
5835,Dirk Nowitzki,Gary Payton,phi4:14b,Dirk Nowitzki
5836,Dirk Nowitzki,Bob Pettit,phi4:14b,Dirk Nowitzki
5837,Dirk Nowitzki,Paul Pierce,phi4:14b,Dirk Nowitzki
5838,Dirk Nowitzki,Scottie Pippen,phi4:14b,Scottie Pippen
5839,Dirk Nowitzki,Willis Reed,phi4:14b,Dirk Nowitzki
5840,Dirk Nowitzki,Oscar Robertson,phi4:14b,Oscar Robertson
5841,Dirk Nowitzki,David Robinson,phi4:14b,Dirk Nowitzki
5842,Dirk Nowitzki,Dennis Rodman,phi4:14b,Dirk Nowitzki
5843,Dirk Nowitzki,Bill Russell,phi4:14b,Bill Russell
5844,Dirk Nowitzki,Dolph Schayes,phi4:14b,Dirk Nowitzki
5845,Dirk Nowitzki,Bill Sharman,phi4:14b,Dirk Nowitzki
5846,Dirk Nowitzki,John Stockton,phi4:14b,Dirk Nowitzki
5847,Dirk Nowitzki,Isiah Thomas,phi4:14b,Dirk Nowitzki
5848,Dirk Nowitzki,Nate Thurmond,phi4:14b,Dirk Nowitzki
5849,Dirk Nowitzki,Wes Unseld,phi4:14b,Dirk Nowitzki
5850,Dirk Nowitzki,Dwyane Wade,phi4:14b,Dirk Nowitzki
5851,Dirk Nowitzki,Bill Walton,phi4:14b,Dirk Nowitzki
5852,Dirk Nowitzki,Jerry West,phi4:14b,Dirk Nowitzki
5853,Dirk Nowitzki,Russell Westbrook,phi4:14b,Dirk Nowitzki
5854,Dirk Nowitzki,Lenny Wilkens,phi4:14b,Dirk Nowitzki
5855,Dirk Nowitzki,Dominique Wilkins,phi4:14b,Dirk Nowitzki
5856,Dirk Nowitzki,James Worthy,phi4:14b,Dirk Nowitzki
5857,Dirk Nowitzki,Chris Bosh,phi4:14b,Dirk Nowitzki
5858,Dirk Nowitzki,Dwight Howard,phi4:14b,Dirk Nowitzki
5859,Dirk Nowitzki,Yao Ming,phi4:14b,Dirk Nowitzki
5860,Dirk Nowitzki,Tracy McGrady,phi4:14b,Dirk Nowitzki
5861,Dirk Nowitzki,Vince Carter,phi4:14b,Dirk Nowitzki
5862,Dirk Nowitzki,Alonzo Mourning,phi4:14b,Dirk Nowitzki
5863,Dirk Nowitzki,Dikembe Mutombo,phi4:14b,Dirk Nowitzki
5864,Dirk Nowitzki,Grant Hill,phi4:14b,Dirk Nowitzki
5865,Dirk Nowitzki,LaMarcus Aldridge,phi4:14b,Dirk Nowitzki
5866,Dirk Nowitzki,Alex English,phi4:14b,Dirk Nowitzki
5867,Dirk Nowitzki,Adrian Dantley,phi4:14b,Dirk Nowitzki
5868,Dirk Nowitzki,Bob Lanier,phi4:14b,Dirk Nowitzki
5869,Dirk Nowitzki,Bernard King,phi4:14b,Dirk Nowitzki
5870,Dirk Nowitzki,Tony Parker,phi4:14b,Dirk Nowitzki
5871,Dirk Nowitzki,Manu Ginobili,phi4:14b,Dirk Nowitzki
5872,Dirk Nowitzki,Pau Gasol,phi4:14b,Dirk Nowitzki
5873,Dirk Nowitzki,Ben Wallace,phi4:14b,Dirk Nowitzki
5874,Dirk Nowitzki,Chauncey Billups,phi4:14b,Dirk Nowitzki
5875,Dirk Nowitzki,Dennis Johnson,phi4:14b,Dirk Nowitzki
5876,Dirk Nowitzki,Joe Dumars,phi4:14b,Dirk Nowitzki
5877,Dirk Nowitzki,Penny Hardaway,phi4:14b,Dirk Nowitzki
5878,Dirk Nowitzki,Tim Hardaway,phi4:14b,Dirk Nowitzki
5879,Dirk Nowitzki,Mitch Richmond,phi4:14b,Dirk Nowitzki
5880,Dirk Nowitzki,Chris Mullin,phi4:14b,Dirk Nowitzki
5881,Dirk Nowitzki,Chris Webber,phi4:14b,Dirk Nowitzki
5882,Dirk Nowitzki,Shawn Kemp,phi4:14b,Dirk Nowitzki
5883,Dirk Nowitzki,Rasheed Wallace,phi4:14b,Dirk Nowitzki
5884,Dirk Nowitzki,Nikola Jokic,phi4:14b,Nikola Jokic
5885,Dirk Nowitzki,Luka Doncic,phi4:14b,Luka Doncic
5886,Dirk Nowitzki,Joel Embiid,phi4:14b,Dirk Nowitzki
5887,Dirk Nowitzki,Jayson Tatum,phi4:14b,Dirk Nowitzki
5888,Dirk Nowitzki,Jimmy Butler,phi4:14b,Dirk Nowitzki
5889,Dirk Nowitzki,Kyrie Irving,phi4:14b,Dirk Nowitzki
5890,Dirk Nowitzki,Devin Booker,phi4:14b,Dirk Nowitzki
5891,Dirk Nowitzki,Ja Morant,phi4:14b,Dirk Nowitzki
5892,Dirk Nowitzki,Shai Gilgeous-Alexander,phi4:14b,Dirk Nowitzki
5893,Dirk Nowitzki,Trae Young,phi4:14b,Dirk Nowitzki
5894,Dirk Nowitzki,Donovan Mitchell,phi4:14b,Dirk Nowitzki
5895,Dirk Nowitzki,Anthony Edwards,phi4:14b,Dirk Nowitzki
5896,Dirk Nowitzki,DeMar DeRozan,phi4:14b,Dirk Nowitzki
5897,Dirk Nowitzki,Klay Thompson,phi4:14b,Dirk Nowitzki
5898,Dirk Nowitzki,Draymond Green,phi4:14b,Dirk Nowitzki
5899,Dirk Nowitzki,Rudy Gobert,phi4:14b,Dirk Nowitzki
5900,Dirk Nowitzki,Bam Adebayo,phi4:14b,Dirk Nowitzki
5901,Dirk Nowitzki,Pascal Siakam,phi4:14b,Dirk Nowitzki
5902,Dirk Nowitzki,Jrue Holiday,phi4:14b,Dirk Nowitzki
5903,Dirk Nowitzki,Jaylen Brown,phi4:14b,Dirk Nowitzki
5904,Dirk Nowitzki,Paul George,phi4:14b,Dirk Nowitzki
5905,Dirk Nowitzki,Artis Gilmore,phi4:14b,Dirk Nowitzki
5906,Dirk Nowitzki,Sidney Moncrief,phi4:14b,Dirk Nowitzki
5907,Dirk Nowitzki,Jack Sikma,phi4:14b,Dirk Nowitzki
5908,Dirk Nowitzki,World B. Free,phi4:14b,Dirk Nowitzki
5909,Dirk Nowitzki,Connie Hawkins,phi4:14b,Dirk Nowitzki
5910,Dirk Nowitzki,Spencer Haywood,phi4:14b,Dirk Nowitzki
5911,Dirk Nowitzki,Marques Johnson,phi4:14b,Dirk Nowitzki
5912,Dirk Nowitzki,Tom Heinsohn,phi4:14b,Dirk Nowitzki
5913,Dirk Nowitzki,Gail Goodrich,phi4:14b,Dirk Nowitzki
5914,Dirk Nowitzki,Paul Westphal,phi4:14b,Dirk Nowitzki
5915,Dirk Nowitzki,Marc Gasol,phi4:14b,Dirk Nowitzki
5916,Dirk Nowitzki,Al Horford,phi4:14b,Dirk Nowitzki
5917,Dirk Nowitzki,Kyle Lowry,phi4:14b,Dirk Nowitzki
5918,Dirk Nowitzki,John Wall,phi4:14b,Dirk Nowitzki
5919,Dirk Nowitzki,Gilbert Arenas,phi4:14b,Dirk Nowitzki
5920,Dirk Nowitzki,Baron Davis,phi4:14b,Dirk Nowitzki
5921,Dirk Nowitzki,Amar'e Stoudemire,phi4:14b,Dirk Nowitzki
5922,Dirk Nowitzki,Shawn Marion,phi4:14b,Dirk Nowitzki
5923,Dirk Nowitzki,Lamar Odom,phi4:14b,Dirk Nowitzki
5924,Dirk Nowitzki,Andre Iguodala,phi4:14b,Dirk Nowitzki
5925,Hakeem Olajuwon,Shaquille O'Neal,phi4:14b,Hakeem Olajuwon
5926,Hakeem Olajuwon,Robert Parish,phi4:14b,Hakeem Olajuwon
5927,Hakeem Olajuwon,Chris Paul,phi4:14b,Hakeem Olajuwon
5928,Hakeem Olajuwon,Gary Payton,phi4:14b,Hakeem Olajuwon
5929,Hakeem Olajuwon,Bob Pettit,phi4:14b,Hakeem Olajuwon
5930,Hakeem Olajuwon,Paul Pierce,phi4:14b,Hakeem Olajuwon
5931,Hakeem Olajuwon,Scottie Pippen,phi4:14b,Hakeem Olajuwon
5932,Hakeem Olajuwon,Willis Reed,phi4:14b,Hakeem Olajuwon
5933,Hakeem Olajuwon,Oscar Robertson,phi4:14b,Hakeem Olajuwon
5934,Hakeem Olajuwon,David Robinson,phi4:14b,Hakeem Olajuwon
5935,Hakeem Olajuwon,Dennis Rodman,phi4:14b,Hakeem Olajuwon
5936,Hakeem Olajuwon,Bill Russell,phi4:14b,Hakeem Olajuwon
5937,Hakeem Olajuwon,Dolph Schayes,phi4:14b,Hakeem Olajuwon
5938,Hakeem Olajuwon,Bill Sharman,phi4:14b,Hakeem Olajuwon
5939,Hakeem Olajuwon,John Stockton,phi4:14b,Hakeem Olajuwon
5940,Hakeem Olajuwon,Isiah Thomas,phi4:14b,Hakeem Olajuwon
5941,Hakeem Olajuwon,Nate Thurmond,phi4:14b,Hakeem Olajuwon
5942,Hakeem Olajuwon,Wes Unseld,phi4:14b,Hakeem Olajuwon
5943,Hakeem Olajuwon,Dwyane Wade,phi4:14b,Hakeem Olajuwon
5944,Hakeem Olajuwon,Bill Walton,phi4:14b,Hakeem Olajuwon
5945,Hakeem Olajuwon,Jerry West,phi4:14b,Hakeem Olajuwon
5946,Hakeem Olajuwon,Russell Westbrook,phi4:14b,Hakeem Olajuwon
5947,Hakeem Olajuwon,Lenny Wilkens,phi4:14b,Hakeem Olajuwon
5948,Hakeem Olajuwon,Dominique Wilkins,phi4:14b,Hakeem Olajuwon
5949,Hakeem Olajuwon,James Worthy,phi4:14b,Hakeem Olajuwon
5950,Hakeem Olajuwon,Chris Bosh,phi4:14b,Hakeem Olajuwon
5951,Hakeem Olajuwon,Dwight Howard,phi4:14b,Hakeem Olajuwon
5952,Hakeem Olajuwon,Yao Ming,phi4:14b,Hakeem Olajuwon
5953,Hakeem Olajuwon,Tracy McGrady,phi4:14b,Hakeem Olajuwon
5954,Hakeem Olajuwon,Vince Carter,phi4:14b,Hakeem Olajuwon
5955,Hakeem Olajuwon,Alonzo Mourning,phi4:14b,Hakeem Olajuwon
5956,Hakeem Olajuwon,Dikembe Mutombo,phi4:14b,Hakeem Olajuwon
5957,Hakeem Olajuwon,Grant Hill,phi4:14b,Hakeem Olajuwon
5958,Hakeem Olajuwon,LaMarcus Aldridge,phi4:14b,Hakeem Olajuwon
5959,Hakeem Olajuwon,Alex English,phi4:14b,Hakeem Olajuwon
5960,Hakeem Olajuwon,Adrian Dantley,phi4:14b,Hakeem Olajuwon
5961,Hakeem Olajuwon,Bob Lanier,phi4:14b,Hakeem Olajuwon
5962,Hakeem Olajuwon,Bernard King,phi4:14b,Hakeem Olajuwon
5963,Hakeem Olajuwon,Tony Parker,phi4:14b,Hakeem Olajuwon
5964,Hakeem Olajuwon,Manu Ginobili,phi4:14b,Hakeem Olajuwon
5965,Hakeem Olajuwon,Pau Gasol,phi4:14b,Hakeem Olajuwon
5966,Hakeem Olajuwon,Ben Wallace,phi4:14b,Hakeem Olajuwon
5967,Hakeem Olajuwon,Chauncey Billups,phi4:14b,Hakeem Olajuwon
5968,Hakeem Olajuwon,Dennis Johnson,phi4:14b,Hakeem Olajuwon
5969,Hakeem Olajuwon,Joe Dumars,phi4:14b,Hakeem Olajuwon
5970,Hakeem Olajuwon,Penny Hardaway,phi4:14b,Hakeem Olajuwon
5971,Hakeem Olajuwon,Tim Hardaway,phi4:14b,Hakeem Olajuwon
5972,Hakeem Olajuwon,Mitch Richmond,phi4:14b,Hakeem Olajuwon
5973,Hakeem Olajuwon,Chris Mullin,phi4:14b,Hakeem Olajuwon
5974,Hakeem Olajuwon,Chris Webber,phi4:14b,Hakeem Olajuwon
5975,Hakeem Olajuwon,Shawn Kemp,phi4:14b,Hakeem Olajuwon
5976,Hakeem Olajuwon,Rasheed Wallace,phi4:14b,Hakeem Olajuwon
5977,Hakeem Olajuwon,Nikola Jokic,phi4:14b,Hakeem Olajuwon
5978,Hakeem Olajuwon,Luka Doncic,phi4:14b,Hakeem Olajuwon
5979,Hakeem Olajuwon,Joel Embiid,phi4:14b,Hakeem Olajuwon
5980,Hakeem Olajuwon,Jayson Tatum,phi4:14b,Hakeem Olajuwon
5981,Hakeem Olajuwon,Jimmy Butler,phi4:14b,Hakeem Olajuwon
5982,Hakeem Olajuwon,Kyrie Irving,phi4:14b,Hakeem Olajuwon
5983,Hakeem Olajuwon,Devin Booker,phi4:14b,Hakeem Olajuwon
5984,Hakeem Olajuwon,Ja Morant,phi4:14b,Hakeem Olajuwon
5985,Hakeem Olajuwon,Shai Gilgeous-Alexander,phi4:14b,Hakeem Olajuwon
5986,Hakeem Olajuwon,Trae Young,phi4:14b,Hakeem Olajuwon
5987,Hakeem Olajuwon,Donovan Mitchell,phi4:14b,Hakeem Olajuwon
5988,Hakeem Olajuwon,Anthony Edwards,phi4:14b,Hakeem Olajuwon
5989,Hakeem Olajuwon,DeMar DeRozan,phi4:14b,Hakeem Olajuwon
5990,Hakeem Olajuwon,Klay Thompson,phi4:14b,Hakeem Olajuwon
5991,Hakeem Olajuwon,Draymond Green,phi4:14b,Hakeem Olajuwon
5992,Hakeem Olajuwon,Rudy Gobert,phi4:14b,Hakeem Olajuwon
5993,Hakeem Olajuwon,Bam Adebayo,phi4:14b,Hakeem Olajuwon
5994,Hakeem Olajuwon,Pascal Siakam,phi4:14b,Hakeem Olajuwon
5995,Hakeem Olajuwon,Jrue Holiday,phi4:14b,Hakeem Olajuwon
5996,Hakeem Olajuwon,Jaylen Brown,phi4:14b,Hakeem Olajuwon
5997,Hakeem Olajuwon,Paul George,phi4:14b,Hakeem Olajuwon
5998,Hakeem Olajuwon,Artis Gilmore,phi4:14b,Hakeem Olajuwon
5999,Hakeem Olajuwon,Sidney Moncrief,phi4:14b,Hakeem Olajuwon
6000,Hakeem Olajuwon,Jack Sikma,phi4:14b,Hakeem Olajuwon
6001,Hakeem Olajuwon,World B. Free,phi4:14b,Hakeem Olajuwon
6002,Hakeem Olajuwon,Connie Hawkins,phi4:14b,Hakeem Olajuwon
6003,Hakeem Olajuwon,Spencer Haywood,phi4:14b,Hakeem Olajuwon
6004,Hakeem Olajuwon,Marques Johnson,phi4:14b,Hakeem Olajuwon
6005,Hakeem Olajuwon,Tom Heinsohn,phi4:14b,Hakeem Olajuwon
6006,Hakeem Olajuwon,Gail Goodrich,phi4:14b,Hakeem Olajuwon
6007,Hakeem Olajuwon,Paul Westphal,phi4:14b,Hakeem Olajuwon
6008,Hakeem Olajuwon,Marc Gasol,phi4:14b,Hakeem Olajuwon
6009,Hakeem Olajuwon,Al Horford,phi4:14b,Hakeem Olajuwon
6010,Hakeem Olajuwon,Kyle Lowry,phi4:14b,Hakeem Olajuwon
6011,Hakeem Olajuwon,John Wall,phi4:14b,Hakeem Olajuwon
6012,Hakeem Olajuwon,Gilbert Arenas,phi4:14b,Hakeem Olajuwon
6013,Hakeem Olajuwon,Baron Davis,phi4:14b,Hakeem Olajuwon
6014,Hakeem Olajuwon,Amar'e Stoudemire,phi4:14b,Hakeem Olajuwon
6015,Hakeem Olajuwon,Shawn Marion,phi4:14b,Hakeem Olajuwon
6016,Hakeem Olajuwon,Lamar Odom,phi4:14b,Hakeem Olajuwon
6017,Hakeem Olajuwon,Andre Iguodala,phi4:14b,Hakeem Olajuwon
6018,Shaquille O'Neal,Robert Parish,phi4:14b,Shaquille O'Neal
6019,Shaquille O'Neal,Chris Paul,phi4:14b,Shaquille O'Neal
6020,Shaquille O'Neal,Gary Payton,phi4:14b,Shaquille O'Neal
6021,Shaquille O'Neal,Bob Pettit,phi4:14b,Shaquille O'Neal
6022,Shaquille O'Neal,Paul Pierce,phi4:14b,Shaquille O'Neal
6023,Shaquille O'Neal,Scottie Pippen,phi4:14b,Scottie Pippen
6024,Shaquille O'Neal,Willis Reed,phi4:14b,Shaquille O'Neal
6025,Shaquille O'Neal,Oscar Robertson,phi4:14b,Oscar Robertson
6026,Shaquille O'Neal,David Robinson,phi4:14b,Shaquille O'Neal
6027,Shaquille O'Neal,Dennis Rodman,phi4:14b,Shaquille O'Neal
6028,Shaquille O'Neal,Bill Russell,phi4:14b,Bill Russell
6029,Shaquille O'Neal,Dolph Schayes,phi4:14b,Shaquille O'Neal
6030,Shaquille O'Neal,Bill Sharman,phi4:14b,Shaquille O'Neal
6031,Shaquille O'Neal,John Stockton,phi4:14b,Shaquille O'Neal
6032,Shaquille O'Neal,Isiah Thomas,phi4:14b,Shaquille O'Neal
6033,Shaquille O'Neal,Nate Thurmond,phi4:14b,Shaquille O'Neal
6034,Shaquille O'Neal,Wes Unseld,phi4:14b,Shaquille O'Neal
6035,Shaquille O'Neal,Dwyane Wade,phi4:14b,Shaquille O'Neal
6036,Shaquille O'Neal,Bill Walton,phi4:14b,Shaquille O'Neal
6037,Shaquille O'Neal,Jerry West,phi4:14b,Shaquille O'Neal
6038,Shaquille O'Neal,Russell Westbrook,phi4:14b,Shaquille O'Neal
6039,Shaquille O'Neal,Lenny Wilkens,phi4:14b,Shaquille O'Neal
6040,Shaquille O'Neal,Dominique Wilkins,phi4:14b,Shaquille O'Neal
6041,Shaquille O'Neal,James Worthy,phi4:14b,Shaquille O'Neal
6042,Shaquille O'Neal,Chris Bosh,phi4:14b,Shaquille O'Neal
6043,Shaquille O'Neal,Dwight Howard,phi4:14b,Shaquille O'Neal
6044,Shaquille O'Neal,Yao Ming,phi4:14b,Shaquille O'Neal
6045,Shaquille O'Neal,Tracy McGrady,phi4:14b,Shaquille O'Neal
6046,Shaquille O'Neal,Vince Carter,phi4:14b,Shaquille O'Neal
6047,Shaquille O'Neal,Alonzo Mourning,phi4:14b,Shaquille O'Neal
6048,Shaquille O'Neal,Dikembe Mutombo,phi4:14b,Shaquille O'Neal
6049,Shaquille O'Neal,Grant Hill,phi4:14b,Shaquille O'Neal
6050,Shaquille O'Neal,LaMarcus Aldridge,phi4:14b,Shaquille O'Neal
6051,Shaquille O'Neal,Alex English,phi4:14b,Shaquille O'Neal
6052,Shaquille O'Neal,Adrian Dantley,phi4:14b,Shaquille O'Neal
6053,Shaquille O'Neal,Bob Lanier,phi4:14b,Shaquille O'Neal
6054,Shaquille O'Neal,Bernard King,phi4:14b,Shaquille O'Neal
6055,Shaquille O'Neal,Tony Parker,phi4:14b,Shaquille O'Neal
6056,Shaquille O'Neal,Manu Ginobili,phi4:14b,Shaquille O'Neal
6057,Shaquille O'Neal,Pau Gasol,phi4:14b,Shaquille O'Neal
6058,Shaquille O'Neal,Ben Wallace,phi4:14b,Shaquille O'Neal
6059,Shaquille O'Neal,Chauncey Billups,phi4:14b,Shaquille O'Neal
6060,Shaquille O'Neal,Dennis Johnson,phi4:14b,Shaquille O'Neal
6061,Shaquille O'Neal,Joe Dumars,phi4:14b,Shaquille O'Neal
6062,Shaquille O'Neal,Penny Hardaway,phi4:14b,Shaquille O'Neal
6063,Shaquille O'Neal,Tim Hardaway,phi4:14b,Shaquille O'Neal
6064,Shaquille O'Neal,Mitch Richmond,phi4:14b,Shaquille O'Neal
6065,Shaquille O'Neal,Chris Mullin,phi4:14b,Shaquille O'Neal
6066,Shaquille O'Neal,Chris Webber,phi4:14b,Shaquille O'Neal
6067,Shaquille O'Neal,Shawn Kemp,phi4:14b,Shaquille O'Neal
6068,Shaquille O'Neal,Rasheed Wallace,phi4:14b,Shaquille O'Neal
6069,Shaquille O'Neal,Nikola Jokic,phi4:14b,Nikola Jokic
6070,Shaquille O'Neal,Luka Doncic,phi4:14b,Luka Doncic
6071,Shaquille O'Neal,Joel Embiid,phi4:14b,Shaquille O'Neal
6072,Shaquille O'Neal,Jayson Tatum,phi4:14b,Shaquille O'Neal
6073,Shaquille O'Neal,Jimmy Butler,phi4:14b,Shaquille O'Neal
6074,Shaquille O'Neal,Kyrie Irving,phi4:14b,Shaquille O'Neal
6075,Shaquille O'Neal,Devin Booker,phi4:14b,Shaquille O'Neal
6076,Shaquille O'Neal,Ja Morant,phi4:14b,Shaquille O'Neal
6077,Shaquille O'Neal,Shai Gilgeous-Alexander,phi4:14b,Shaquille O'Neal
6078,Shaquille O'Neal,Trae Young,phi4:14b,Shaquille O'Neal
6079,Shaquille O'Neal,Donovan Mitchell,phi4:14b,Shaquille O'Neal
6080,Shaquille O'Neal,Anthony Edwards,phi4:14b,Shaquille O'Neal
6081,Shaquille O'Neal,DeMar DeRozan,phi4:14b,Shaquille O'Neal
6082,Shaquille O'Neal,Klay Thompson,phi4:14b,Shaquille O'Neal
6083,Shaquille O'Neal,Draymond Green,phi4:14b,Shaquille O'Neal
6084,Shaquille O'Neal,Rudy Gobert,phi4:14b,Shaquille O'Neal
6085,Shaquille O'Neal,Bam Adebayo,phi4:14b,Shaquille O'Neal
6086,Shaquille O'Neal,Pascal Siakam,phi4:14b,Shaquille O'Neal
6087,Shaquille O'Neal,Jrue Holiday,phi4:14b,Shaquille O'Neal
6088,Shaquille O'Neal,Jaylen Brown,phi4:14b,Shaquille O'Neal
6089,Shaquille O'Neal,Paul George,phi4:14b,Shaquille O'Neal
6090,Shaquille O'Neal,Artis Gilmore,phi4:14b,Shaquille O'Neal
6091,Shaquille O'Neal,Sidney Moncrief,phi4:14b,Shaquille O'Neal
6092,Shaquille O'Neal,Jack Sikma,phi4:14b,Shaquille O'Neal
6093,Shaquille O'Neal,World B. Free,phi4:14b,Shaquille O'Neal
6094,Shaquille O'Neal,Connie Hawkins,phi4:14b,Shaquille O'Neal
6095,Shaquille O'Neal,Spencer Haywood,phi4:14b,Shaquille O'Neal
6096,Shaquille O'Neal,Marques Johnson,phi4:14b,Shaquille O'Neal
6097,Shaquille O'Neal,Tom Heinsohn,phi4:14b,Shaquille O'Neal
6098,Shaquille O'Neal,Gail Goodrich,phi4:14b,Shaquille O'Neal
6099,Shaquille O'Neal,Paul Westphal,phi4:14b,Shaquille O'Neal
6100,Shaquille O'Neal,Marc Gasol,phi4:14b,Shaquille O'Neal
6101,Shaquille O'Neal,Al Horford,phi4:14b,Shaquille O'Neal
6102,Shaquille O'Neal,Kyle Lowry,phi4:14b,Shaquille O'Neal
6103,Shaquille O'Neal,John Wall,phi4:14b,Shaquille O'Neal
6104,Shaquille O'Neal,Gilbert Arenas,phi4:14b,Shaquille O'Neal
6105,Shaquille O'Neal,Baron Davis,phi4:14b,Shaquille O'Neal
6106,Shaquille O'Neal,Amar'e Stoudemire,phi4:14b,Shaquille O'Neal
6107,Shaquille O'Neal,Shawn Marion,phi4:14b,Shaquille O'Neal
6108,Shaquille O'Neal,Lamar Odom,phi4:14b,Shaquille O'Neal
6109,Shaquille O'Neal,Andre Iguodala,phi4:14b,Shaquille O'Neal
6110,Robert Parish,Chris Paul,phi4:14b,Chris Paul
6111,Robert Parish,Gary Payton,phi4:14b,Robert Parish
6112,Robert Parish,Bob Pettit,phi4:14b,Bob Pettit
6113,Robert Parish,Paul Pierce,phi4:14b,Paul Pierce
6114,Robert Parish,Scottie Pippen,phi4:14b,Scottie Pippen
6115,Robert Parish,Willis Reed,phi4:14b,Robert Parish
6116,Robert Parish,Oscar Robertson,phi4:14b,Oscar Robertson
6117,Robert Parish,David Robinson,phi4:14b,David Robinson
6118,Robert Parish,Dennis Rodman,phi4:14b,Robert Parish
6119,Robert Parish,Bill Russell,phi4:14b,Bill Russell
6120,Robert Parish,Dolph Schayes,phi4:14b,Robert Parish
6121,Robert Parish,Bill Sharman,phi4:14b,Robert Parish
6122,Robert Parish,John Stockton,phi4:14b,John Stockton
6123,Robert Parish,Isiah Thomas,phi4:14b,Isiah Thomas
6124,Robert Parish,Nate Thurmond,phi4:14b,Robert Parish
6125,Robert Parish,Wes Unseld,phi4:14b,Robert Parish
6126,Robert Parish,Dwyane Wade,phi4:14b,Dwyane Wade
6127,Robert Parish,Bill Walton,phi4:14b,Robert Parish
6128,Robert Parish,Jerry West,phi4:14b,Jerry West
6129,Robert Parish,Russell Westbrook,phi4:14b,Russell Westbrook
6130,Robert Parish,Lenny Wilkens,phi4:14b,Robert Parish
6131,Robert Parish,Dominique Wilkins,phi4:14b,Robert Parish
6132,Robert Parish,James Worthy,phi4:14b,Robert Parish
6133,Robert Parish,Chris Bosh,phi4:14b,Robert Parish
6134,Robert Parish,Dwight Howard,phi4:14b,Robert Parish
6135,Robert Parish,Yao Ming,phi4:14b,Robert Parish
